"flag","ADDITIONALS","BODY","BOUNDARY","COLLISION","DESIGNSPACE","SETTINGZONE","NONE","Rho","PhaseField","U:0","U:1","U:2","NormalizedPressure","Pressure","Normal:0","Normal:1","Normal:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
256,0,0,0,2,0,0,0,1,7.304430646e-07,8.4736029581e-09,1.86345436263e-10,0,-4.01996187582e-07,-1.33998729194e-07,0,0,0,1,30.7199993134,30.7199993134,128,0.5
256,0,0,0,2,0,0,0,1,7.304430646e-07,8.4736029581e-09,1.86345436263e-10,0,-4.01996187582e-07,-1.33998729194e-07,0,0,0,1,30.9759998322,30.9759998322,128,0.5
256,0,0,0,2,0,0,0,1,7.30448857207e-07,8.85166623413e-09,1.91888440101e-10,0,-4.02000168645e-07,-1.34000056215e-07,0,0,0,1,31.232000351,31.232000351,128,0.5
256,0,0,0,2,0,0,0,1,7.30448857207e-07,8.85166623413e-09,1.91888440101e-10,0,-4.02000168645e-07,-1.34000056215e-07,0,0,0,1,31.4880008698,31.4880008698,128,0.5
256,0,0,0,2,0,0,0,1,7.30448857207e-07,8.85166623413e-09,1.91888440101e-10,0,-4.02000168645e-07,-1.34000056215e-07,0,0,0,1,31.7439994812,31.7439994812,128,0.5
256,0,0,0,2,0,0,0,1,7.30448857207e-07,8.85166623413e-09,1.91888440101e-10,0,-4.02000168645e-07,-1.34000056215e-07,0,0,0,1,32,32,128,0.5
256,0,0,0,2,0,0,0,1,7.30454997716e-07,9.24112996656e-09,1.97756123887e-10,0,-4.02004390991e-07,-1.34001463664e-07,0,0,0,1,32.2560005188,32.2560005188,128,0.5
256,0,0,0,2,0,0,0,1,7.30454997716e-07,9.24112996656e-09,1.97756123887e-10,0,-4.02004390991e-07,-1.34001463664e-07,0,0,0,1,32.5120010376,32.5120010376,128,0.5
256,0,0,0,2,0,0,0,1,7.30454997716e-07,9.24112996656e-09,1.97756123887e-10,0,-4.02004390991e-07,-1.34001463664e-07,0,0,0,1,32.7680015564,32.7680015564,128,0.5
256,0,0,0,2,0,0,0,1,7.30461506572e-07,9.64266177914e-09,2.03966251949e-10,0,-4.02008869058e-07,-1.34002956353e-07,0,0,0,1,33.0239982605,33.0239982605,128,0.5
256,0,0,0,2,0,0,0,1,7.30461506572e-07,9.64266177914e-09,2.03966251949e-10,0,-4.02008869058e-07,-1.34002956353e-07,0,0,0,1,33.2799987793,33.2799987793,128,0.5
256,0,0,0,2,0,0,0,1,7.30461506572e-07,9.64266177914e-09,2.03966251949e-10,0,-4.02008869058e-07,-1.34002956353e-07,0,0,0,1,33.5359992981,33.5359992981,128,0.5
